customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-0039,Female,0,Yes,Yes,68,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,87.46,5958.02,No
CUST-0040,Female,0,No,Yes,60,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.04,1207.42,No
CUST-0041,Female,0,Yes,No,10,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,87.46,868.18,Yes
CUST-0042,Female,0,No,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,31.59,2103.66,No
CUST-0043,Male,0,Yes,Yes,7,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,116.46,822.17,Yes
CUST-0044,Male,0,No,Yes,48,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,106.41,5108.74,Yes
CUST-0045,Male,0,Yes,No,23,Yes,No,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Mailed check,84.45,1950.06,No
CUST-0046,Male,0,No,Yes,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),43.58,1398.74,No
CUST-0047,Male,0,No,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.08,523.32,No
CUST-0048,Female,0,No,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),47.13,53.31,Yes
CUST-0049,Male,0,No,No,54,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,92.14,4973.75,No
CUST-0050,Male,0,Yes,No,10,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,76.16,770.25,Yes
CUST-0051,Female,0,Yes,No,16,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),130.17,2080.39,Yes
CUST-0052,Male,0,No,Yes,41,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Mailed check,101.53,4160.68,No
CUST-0053,Female,0,Yes,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,27.76,1668.53,No
CUST-0054,Male,1,No,Yes,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,82.65,163.75,Yes
CUST-0055,Female,0,No,Yes,34,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),121.82,4145.73,No
CUST-0056,Male,1,Yes,Yes,65,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),93.27,6061.37,No
CUST-0057,Male,0,Yes,Yes,0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,121.37, ,No
CUST-0058,Female,0,No,No,6,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,107.39,646.62,Yes
CUST-0059,Female,0,Yes,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,45.29,866.87,No
CUST-0060,Female,0,No,Yes,42,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,119.49,5019.22,Yes
CUST-0061,Female,0,Yes,Yes,5,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),108.18,539.82,No
CUST-0062,Female,0,Yes,Yes,54,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,94.87,5121.84,Yes
CUST-0063,Female,0,Yes,Yes,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),45.18,907.56,No
CUST-0064,Female,0,Yes,Yes,50,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),86.95,4353.22,No
CUST-0065,Female,0,Yes,Yes,45,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),89.28,4008.58,No
CUST-0066,Male,0,No,Yes,34,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,85.76,2919.1,Yes
CUST-0067,Male,0,Yes,Yes,7,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),96.56,670.7,Yes
CUST-0068,Female,0,Yes,No,67,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),96.13,6438.36,No
CUST-0069,Male,0,No,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),31.03,465.61,No
CUST-0070,Male,1,No,No,66,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),103.83,6852.7,No
CUST-0071,Male,0,No,No,70,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),123.57,8649.24,Yes
CUST-0072,Male,1,Yes,No,63,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),124.51,7845.67,No
CUST-0073,Female,0,Yes,Yes,1,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,131.75,131.75,Yes
CUST-0074,Male,0,No,Yes,0,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,79.26, ,Yes
CUST-0075,Female,0,No,No,57,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),93.72,5344.77,No
CUST-0076,Male,0,No,Yes,0,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,91.9, ,Yes
CUST-0077,Male,1,No,Yes,6,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),109.83,658.04,Yes
CUST-0078,Male,0,Yes,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,46.57,3168.5,No
CUST-0079,Female,0,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),123.98,2105.37,No
CUST-0080,Male,0,Yes,No,31,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.0,553.68,No
CUST-0081,Female,0,Yes,Yes,44,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,72.76,3196.27,No
CUST-0082,Male,1,Yes,Yes,32,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,143.65,4594.95,Yes
CUST-0083,Female,0,No,Yes,72,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,93.37,6717.55,Yes
CUST-0084,Male,0,Yes,Yes,48,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),86.03,4134.16,No
CUST-0085,Female,0,No,Yes,32,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),100.11,3205.84,No
CUST-0086,Female,0,No,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.07,2029.1,Yes
CUST-0087,Male,0,No,No,67,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,103.68,6937.88,No
CUST-0088,Female,0,Yes,Yes,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,44.06,1193.76,No
CUST-0089,Male,0,No,No,52,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,80.26,4176.57,Yes
CUST-0090,Male,0,Yes,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),48.44,2076.38,No
CUST-0091,Male,0,No,Yes,54,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),99.71,5381.44,Yes
CUST-0092,Male,0,Yes,Yes,9,No,No phone service,DSL,No,No,No,Yes,No,Yes,Two year,No,Mailed check,70.0,633.33,No
CUST-0093,Male,0,No,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,47.92,610.64,Yes
CUST-0094,Male,0,Yes,No,35,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,97.22,3397.53,No
CUST-0095,Male,0,No,No,33,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,109.18,3599.93,Yes
CUST-0096,Male,0,No,Yes,17,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),109.27,1861.47,Yes
CUST-0097,Male,0,No,Yes,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),44.09,659.86,No
CUST-0098,Male,0,No,No,36,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,120.14,4328.95,Yes
CUST-0099,Male,0,Yes,Yes,40,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,80.87,3231.12,No
CUST-0100,Female,0,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),44.14,1061.4,Yes
CUST-0101,Female,0,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,29.7,208.73,Yes
CUST-0102,Male,0,No,Yes,17,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),65.58,1110.7,No
CUST-0103,Male,0,No,No,67,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,92.55,6198.54,Yes
CUST-0104,Male,0,No,Yes,47,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,105.79,4973.88,Yes
CUST-0105,Male,0,No,No,69,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.19,6844.09,Yes
CUST-0106,Male,0,No,Yes,66,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,113.74,7508.99,Yes
CUST-0107,Male,0,No,Yes,17,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,91.71,1563.19,Yes
CUST-0108,Male,0,Yes,Yes,17,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,83.16,1412.56,Yes
CUST-0109,Male,0,Yes,Yes,55,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.76,1018.09,No
CUST-0110,Female,0,Yes,Yes,22,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,No,Credit card (automatic),94.93,2082.61,No
CUST-0111,Male,0,Yes,Yes,34,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),117.03,3971.37,No
CUST-0112,Female,0,Yes,Yes,5,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),126.79,626.57,Yes
CUST-0113,Male,0,Yes,No,25,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,68.75,1717.95,Yes
CUST-0114,Male,0,Yes,Yes,60,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),77.28,4638.9,No
CUST-0115,Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),110.08,1534.77,No
CUST-0116,Male,0,No,Yes,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),42.36,1316.82,No
CUST-0117,Female,0,No,Yes,11,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),113.22,1249.41,Yes
CUST-0118,Male,0,No,Yes,4,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Mailed check,120.72,492.7,No
CUST-0119,Male,0,No,Yes,63,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,109.83,6923.93,Yes
CUST-0120,Female,0,No,No,70,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),83.23,5831.26,No
CUST-0121,Male,0,No,Yes,26,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),113.07,2940.7,No
CUST-0122,Female,1,No,Yes,44,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),100.5,4417.3,No
CUST-0123,Male,0,Yes,No,34,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),126.36,4294.84,Yes
CUST-0124,Female,1,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,28.72,723.25,No
CUST-0125,Female,0,No,Yes,22,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),102.24,2248.37,Yes
CUST-0126,Male,1,Yes,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),114.65,1376.77,Yes
CUST-0127,Male,0,Yes,Yes,2,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,91.62,187.57,Yes
CUST-0128,Female,0,Yes,No,28,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.0,504.61,Yes
CUST-0129,Male,0,Yes,Yes,65,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,92.59,6017.15,Yes
CUST-0130,Male,0,Yes,Yes,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,44.88,2824.23,No
CUST-0131,Male,0,No,No,27,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,77.43,2100.78,No
CUST-0132,Female,0,Yes,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,47.85,1676.52,No
CUST-0133,Female,0,No,Yes,5,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,114.59,567.33,No
CUST-0134,Female,0,No,Yes,10,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,No,Electronic check,98.54,981.83,No
CUST-0135,Female,0,No,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,46.71,1728.13,No
CUST-0136,Female,0,Yes,Yes,33,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,76.0,2511.15,No
CUST-0137,Female,1,No,Yes,66,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),112.29,7410.41,No
CUST-0138,Female,0,No,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,45.34,2032.7,No
CUST-0139,Female,1,No,Yes,28,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,76.68,2137.51,No
CUST-0140,Female,0,No,Yes,59,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),134.34,7917.12,No
CUST-0141,Male,0,Yes,Yes,53,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,86.51,4587.56,No
CUST-0142,Female,0,No,Yes,68,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.13,6401.68,Yes
CUST-0143,Male,0,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,45.4,359.67,Yes
CUST-0144,Male,0,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.54,257.87,Yes
CUST-0145,Male,0,No,Yes,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,133.31,8931.5,Yes
CUST-0146,Female,0,Yes,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.93,1469.81,No
CUST-0147,Female,1,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),42.57,2170.3,No
CUST-0148,Female,0,No,Yes,33,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,105.22,3474.38,No
CUST-0149,Female,0,No,No,34,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,87.28,2964.97,No
CUST-0150,Male,0,No,Yes,32,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,131.74,4214.74,No
CUST-0151,Female,0,No,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,31.36,2229.58,Yes
CUST-0152,Female,0,No,Yes,31,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,103.56,3211.36,No
CUST-0153,Female,0,Yes,Yes,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),45.74,2473.11,Yes
CUST-0154,Female,0,No,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.21,201.0,No
CUST-0155,Female,0,Yes,No,45,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),98.92,4443.63,Yes
CUST-0156,Male,0,Yes,Yes,13,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,131.81,1716.36,Yes
CUST-0157,Female,0,No,Yes,7,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,104.66,735.68,Yes
CUST-0158,Male,1,Yes,Yes,70,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),116.88,8182.8,Yes
CUST-0159,Female,0,No,No,53,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),121.69,6451.17,Yes
CUST-0160,Male,0,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),93.32,1861.86,Yes
CUST-0161,Female,0,No,Yes,13,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),117.02,1528.89,Yes
CUST-0162,Female,1,Yes,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,47.26,50.13,No
CUST-0163,Male,0,Yes,Yes,60,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),89.63,5381.17,No
CUST-0164,Male,0,No,Yes,16,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),113.15,1817.32,Yes
CUST-0165,Male,0,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),30.91,1457.02,Yes
CUST-0166,Female,0,Yes,Yes,7,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),111.34,783.77,Yes
CUST-0167,Male,0,Yes,Yes,55,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,97.56,5353.59,No
CUST-0168,Female,0,Yes,Yes,16,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,98.27,1558.06,Yes
CUST-0169,Female,0,Yes,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,43.22,2938.21,No
CUST-0170,Male,0,No,Yes,11,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,132.7,1460.95,No
